GENE,D37M,A142M,I57M,I12M,D43M,A145M,A59F,B06F,I53F,I48F,B32F,D94F,A112M,B30F,A122M,A106M,B35M,A79F,I27F,A48F,I86M,D19F,I50F,A87M,A71F,A20M,A77M,I52F,A127M,A52F,A39F,B36F,D42M,A30F,D99F,D114M,I59F,I46M,B02F,A25F,B33F,I21F,A139M,B27M,B09M,D84F,A40F,B28F,D17F,D06F,B10M,D128M,A136M,I04M,A47F,A34F,I02M,D104M,B04F,I39F,I06F,B31F,I88M,A54M,D111M,A55F,D05F,D108M,I45F,D107M,A134M,I38F,I01M,A46M,D132M,D152M,D95F,B54M,A41F,B40F,D125M,B51M,A56F,I47F,B05F,I79F,A80F,I54F,A09M,I03M,D70F,D24F,B07M,D85F,I77F,D153M,B08F,A03F,I29F,D120M,B18F,A35F,D61F,B14F,A105M,D81F,A109F,D72F,D14F,I30F,A53F,A89M,B26F,A117M,I84F,I33F,B12F,A82M,I65F,D143M,D12F,D98F,A65F,A27F,I25M,D130M,I31F,B01F,A150M,D08F,I62F,D44F,A119M,A51F,B11F,I11M,I81F,A26F,I35F,D10M,B34M,B52M,B45M,D131M,A32M,A78M,D13F,D88M,A50F,A63F,D01F,I28F,D69F,B03F,I44M,D07F,A96F,B53M,I15F,A64M,I34F,D21F,D86F,I19M,D101M,D66F,A74F,D141M,A31F,A138M,B39M,B37F,B19F,B21F,I55M,A45F,D68F,I05M,I37F,D15F,A147M,A60F,I08F,D151F,I14F,I51F,I09F,D92M,A110M,I22F,A135M,A57F,B29F,A103M,B16F,D137M,I66F,A49F,B13F,D156M,I56M,I07F,A18F,A58F,I49F,B23F,A91F,D157F
IPO7,0.45624532,0.6223653,0.73634796,0.70623628,0.48500349,0.45829863,0.00828812,0.7490408,0.38517631,0.22593686,1.64205561,0.65033992,0.20880021,0.62031389,0.82661237,-0.09025,1.07301122,0.82206815,1.08322671,0.46817394,0.91614708,0.72352995,0.36204558,0.45851239,0.56489252,0.64983735,0.29836063,0.22692693,0.27669107,0.6359864,0.59154508,0.15335214,0.6904961,0.81367031,0.56103448,0.96441187,0.32350016,1.22380923,1.41356512,0.05947116,1.36538992,0.77364004,1.27454683,0.12864752,1.43773411,0.08107809,0.57331653,0.71252132,0.716254,1.24925215,1.24600711,0.44256919,0.50457723,0.70111038,0.6458053,0.80422133,0.63546476,0.65193588,0.84027011,0.46410152,0.6489021,1.01811715,0.73353772,0.39401691,0.69236635,0.58026492,0.52673815,0.32326339,0.6648128,0.88955766,0.10102853,1.40340681,0.6880942,0.53731084,0.5493875,0.96690139,0.86059303,1.14984344,1.07567843,0.6897429,0.28503056,0.82807335,0.42589708,0.71738088,0.76210028,0.91766442,0.67035206,0.72613274,0.14807248,0.38735574,0.24818549,1.07953017,0.55279521,0.200848,1.76704758,0.95486217,0.63858105,0.58770817,1.87573792,1.61291605,1.27884675,1.2625495,0.34905103,1.92735654,1.25339009,0.73874045,-0.1109796,0.22939287,0.49626915,0.1219915,0.36452447,0.33117645,0.80543536,-0.0359428,1.34773694,1.48270021,0.61775018,0.8019035,1.68820315,0.06881598,0.57396142,0.48363263,0.41113542,0.81893854,0.74329491,0.35079792,0.51727003,1.43487869,0.69384589,0.78854673,1.08831012,0.69909895,0.55982962,0.76792797,1.10439057,-0.1223267,1.47475853,0.5911767,1.2698705,0.47104183,0.59337026,0.49520529,1.4302381,0.51860142,0.63345449,0.53101358,0.63418619,0.94057974,0.48821876,0.46828614,0.66404933,0.36910927,0.75064438,1.04847771,0.83932422,0.18520993,0.02165242,0.63647822,1.08337113,0.41343328,0.98052464,-0.0420483,0.59470093,0.6767621,0.5386089,0.62826732,0.54090285,0.64577693,0.83922531,0.58463973,0.96818075,0.86051332,0.88362924,0.97982004,0.21743033,0.96137243,0.44888597,0.50268104,1.63883835,0.01368304,0.20428586,0.53954605,1.03894688,0.92178642,1.02525153,0.1702292,1.68274442,0.27333549,0.98625499,0.47125111,1.03202654,0.70931472,1.03085933,0.69057902,1.594164,0.51983313,0.59789008,0.72572981,0.74061743,0.69040279,0.5305306,1.22915579,0.8270999,0.01710862,1.43020757,1.18183764,0.4788992,0.75328402
SH3KBP1,2.26481979,0.85779699,1.56705277,1.50099582,2.1319013,1.38155019,2.32260317,2.6497521,2.63999641,2.44050208,3.82620555,2.49363797,1.77409959,2.16640101,1.42787024,2.18884169,2.57919919,2.32884641,2.28134516,1.74118099,1.2468606,1.24611673,3.46636774,0.78123224,2.57516832,1.75701162,2.1692333,1.95444127,1.18631418,2.2036378,1.78038044,1.95472492,2.40264246,2.31066492,2.20479021,2.39212844,1.4331844,1.84563883,2.71001624,1.75389293,2.83294247,2.13869705,2.91656521,0.54025466,2.37962711,1.24435907,1.84919115,2.39833948,1.90009481,2.51896466,2.38136865,2.16563007,1.66350597,1.55377328,1.43165606,2.10630677,1.47750168,2.44674123,2.28328196,1.51964614,2.30637116,2.62135914,1.93407802,2.13735279,1.96888696,2.3475749,1.59380501,1.42199623,3.45935186,2.24180575,0.9984317,2.83454187,1.22432367,1.73264597,2.14730446,2.28299794,1.72613349,2.20582687,1.89853193,1.94264266,2.06926548,2.10812643,1.9149508,2.98688805,1.47843911,1.77014471,1.58074404,2.00328017,1.60651764,1.29548975,0.83282209,1.95087765,1.71181439,2.49217773,2.98053805,2.11558953,2.40390769,1.99446105,3.79188614,3.5268128,2.19670323,2.55518481,1.99537206,3.72090881,2.88808086,1.65869502,1.86789178,1.21126867,1.87084957,2.74244137,1.75989234,1.65620628,2.34399809,0.98300583,2.91156321,3.13880012,1.80585653,2.20823372,3.26145787,1.39660708,2.26734686,1.62807008,1.75498764,1.93970807,1.78094309,2.1977389,2.04872516,2.65905554,1.20513366,1.76523393,2.05385463,1.80945697,1.99050658,2.74045588,2.77912243,1.43953551,3.12711587,2.0505439,3.0641584,2.15308332,2.17496496,1.88792931,2.9631497,2.11824724,2.04175912,1.08707068,1.92954312,1.94586814,1.41159496,2.23842854,1.94259625,1.88933436,1.4393537,2.52636113,1.45018915,1.61566869,1.19667615,2.49838863,2.39298036,1.135717,3.26093075,1.04642178,1.64699318,1.66577782,2.38971716,1.26086091,2.2386203,2.15692045,1.75061728,1.68846324,1.88887757,2.35954649,2.19037185,2.5864219,1.74287811,1.47062454,1.36492093,2.07206791,3.5592951,1.53127521,1.52500276,2.39903674,3.49313332,2.03903375,2.00858189,2.61253334,3.86151365,3.37394961,2.39996197,1.65820378,1.14092469,2.61140075,2.54515838,2.09168344,2.9494904,2.14055438,2.59145965,2.59005503,2.03333441,0.95283897,1.62996325,3.58008809,2.22825065,2.17394291,2.87856582,2.7772675,2.1502883,2.06064877
C14ORF2,3.01720298,1.96845505,2.96239052,2.83547772,2.68579926,2.61079392,2.07997855,1.60969282,2.28996151,2.73887067,2.81683435,2.28414667,2.17286085,1.59651102,2.57209402,2.71220321,1.93210233,3.35127856,2.46634733,2.78132686,3.28352552,2.351295,2.04909551,2.69166098,2.40779806,3.13393129,2.49760355,2.71007557,2.27446552,2.4686241,2.69177447,1.4807363,2.53019769,2.54384669,2.78558092,3.06861136,2.832258,3.04366347,2.59873193,2.58812076,2.16967275,3.25990119,2.17119426,2.71504485,2.27281873,2.45561455,2.69716982,1.7086841,2.15585527,2.42947582,2.3440103,2.75353298,2.48277366,2.93818318,2.88393963,2.66964182,2.53923214,2.87884086,1.84572255,2.32475127,2.51439053,1.7578414,2.95740901,2.92212602,2.51690028,2.31875041,2.38901779,2.37302216,2.16247695,2.78482441,2.3562028,2.417392,2.77657331,2.61807376,2.75455239,2.74310911,2.47427066,2.38341937,2.44317302,2.08431143,2.3917094,1.7651841,2.24087808,1.93820038,1.76874485,2.07569736,2.50036867,2.39553966,2.1489913,2.71065019,2.01946009,2.31025914,1.50691979,2.78526068,2.60000379,2.73312844,1.35092535,2.92706045,2.60601091,2.83064624,2.36745871,3.1661656,2.79996124,2.48078277,3.80515013,2.57406074,2.42512432,1.97382021,2.34963592,2.09583543,2.22150243,2.37885136,2.15408443,2.35138755,2.4561801,2.49965461,2.02221241,2.95140894,2.42020923,2.96325551,2.68985146,3.02778823,2.60004831,2.99567767,2.78293901,2.87403738,2.5001057,2.79201628,2.62781802,2.95210188,2.94364368,2.89853467,2.76074194,2.80365158,2.52568308,2.6482145,2.75289875,2.7357145,2.98754583,2.34709284,2.28991099,1.61798747,2.28138889,2.80319166,2.95558732,1.54280952,2.69686806,2.97117255,2.8194833,2.01792623,2.37108572,1.88808138,2.66031868,1.89455752,2.54255922,2.18359278,2.1258936,1.99496608,2.30534449,2.46724729,2.63245469,2.49684775,2.44535951,2.89361763,2.78397828,2.87629979,2.36865101,2.76473567,3.01468383,2.44308908,1.94481831,1.71399102,2.21880704,2.30967623,2.79604463,2.8737978,2.86291255,3.08765386,2.8704647,2.62712955,2.56860367,2.92270216,2.67579452,3.12883139,3.09948473,3.00899939,3.1049519,3.04279796,2.95773519,2.97339194,3.01013417,3.19120479,1.89514405,3.3895874,2.29753505,2.78370234,3.18875592,3.02576847,2.20645401,2.61812499,3.20406295,2.62851093,3.39774066,3.21877943,2.58216447,2.2636588,2.91832789,2.76032201
PAAF1,2.15926397,1.89521519,1.96972775,1.84790731,1.99767356,1.33076657,1.54392657,0.92936689,1.09330116,1.70074487,2.50090718,1.96216873,1.74817718,0.81547299,1.70196084,1.86515955,1.29316497,2.37577769,1.08663596,2.26379841,2.05026493,1.48755189,1.05413782,1.20772307,1.62003778,2.27719245,1.59268735,1.93273899,1.51397274,1.6800038,2.13653281,1.07623239,1.99501451,1.90734661,2.0096898,2.25661091,1.87818058,1.93666744,1.45529146,1.66762405,1.34861702,2.23051185,0.88927949,1.68646386,1.67372453,1.24311906,2.3046516,0.8263503,1.99935471,1.83586601,1.50928196,1.77924999,1.74557663,2.03587989,1.74612044,2.20007717,1.75057708,2.01232009,1.05960113,1.24066097,1.49115223,1.12303901,1.58171465,1.62207843,1.95368271,1.46687328,1.26673512,1.28947612,1.04083795,2.15119762,1.4999523,1.54778964,1.79826583,1.8858836,1.80907298,1.97159986,1.5948231,1.21255886,1.6538294,0.86728642,1.46788504,1.22016796,1.51942403,1.1842117,0.67177522,0.94940095,1.43227598,1.5347778,1.71922071,1.77471739,1.31143903,1.68887459,0.67512029,2.07992413,1.72363086,1.88510001,1.07666668,2.51275176,1.64634011,2.152652,1.55799323,2.47934866,2.19965916,2.22532716,2.63084243,1.20902591,1.1323613,1.21784838,1.29108205,1.49855004,1.25037248,1.09780531,1.42208967,1.1518423,1.59882624,1.45136231,1.00489392,2.03275301,1.7100195,1.26388173,1.83363971,1.59393305,1.07509824,2.03990377,1.73151207,1.86309649,1.58004441,1.78430585,1.1605464,1.92140014,2.1525606,2.32004924,1.49044921,1.80420022,1.62884827,1.33387852,1.34191109,2.15314067,1.71086827,1.91109521,1.55085528,0.95429413,1.52960273,1.46399967,2.17513444,1.13578491,1.90459122,1.85238427,1.9779055,1.45185094,1.25844648,0.84932878,1.53906224,1.01496351,1.5285166,1.26810219,1.58391727,1.38217958,1.19578373,0.86852659,1.22262027,1.33399747,1.61250314,1.77006253,1.95165511,2.15942551,1.70053581,2.09104661,1.43257585,1.77813004,1.05412304,0.93962267,1.09044038,1.43556688,1.79396403,1.70377585,2.36190091,1.94708177,1.55082896,1.48977618,1.56965872,1.86912318,1.77564916,1.63476836,2.34554249,2.02895178,1.9498115,2.7298037,2.02437217,1.33085405,1.77545382,2.65182084,1.06948092,2.11711691,1.6126124,1.82933968,2.11712722,1.91658493,1.16202179,1.53341168,2.17738575,1.85379693,2.15629965,1.98239327,1.476343,1.45494184,2.38261771,1.79735307
CDC42EP2,2.63634108,1.75053762,2.1550404,2.74979324,2.32177173,1.62252323,1.26078813,1.92312448,2.57658955,2.29769245,1.93385699,1.77638877,0.89233499,2.0673929,1.29703146,2.28022677,2.36174902,2.07025871,2.06680167,2.23223705,3.54519049,2.4557501,1.31465501,2.43291006,2.05652067,2.65936726,1.97147713,1.93710287,1.49435909,1.43434212,1.87089142,1.91356683,2.06833397,2.1744986,1.84535667,2.62149966,2.62312056,2.56301115,2.70136509,2.99604645,2.46159577,2.35128012,1.93079147,2.38403428,2.54254568,1.45644945,1.62473444,1.12133118,1.52218697,1.25888892,2.08256631,2.07030929,1.88766111,2.36588544,2.09258485,1.74126869,2.92480621,1.77763157,2.2534137,1.88918213,2.4549438,2.59276989,2.31548984,2.17519342,2.46814749,1.88348332,1.43719334,2.44373191,1.41209414,1.60205477,1.68862984,1.59857803,2.71852647,2.35765509,1.75407635,1.65495934,1.66956914,1.62637409,1.8357285,1.47176948,1.83374016,2.0042207,1.88415701,2.24343388,2.6720943,1.7189655,2.26446927,1.54187603,1.64029441,2.43083857,1.90158673,1.69969023,1.28167544,1.97468483,2.92303864,3.41984676,2.79128717,2.26560276,2.27114917,2.62292686,3.04458274,1.81398717,1.89848342,2.43481972,3.06904423,1.41757844,2.77270492,0.88601304,1.6025339,1.22608016,2.46825422,1.98852267,1.66290306,2.02531425,2.26298043,2.07528343,2.3427253,1.60277284,2.4763612,2.77847609,1.81024092,1.97416893,2.29140891,1.76852258,3.08306903,2.7059516,2.117024,2.64204738,1.99584023,2.57634622,2.51788206,1.67960081,2.06374893,1.58646928,2.51788252,2.69652402,1.79174191,1.49165234,2.2890512,1.88274187,2.12560781,1.7873843,1.59028998,2.02994464,2.0864977,1.89103127,1.86927038,1.97823151,2.12876767,1.52838005,1.99897686,2.17895585,2.02460528,2.44224013,2.82858402,1.22366222,1.69558961,1.8181254,2.0638966,2.14711629,2.88503111,2.68117112,2.25195383,2.06255666,1.47259536,2.07208455,1.51261832,1.70375281,2.58954026,1.37471759,2.76158734,2.33474511,2.20352436,2.13028093,2.58781265,1.99559413,2.59117537,2.60029318,2.40791647,2.53657519,2.20011088,2.17913336,1.71031159,2.15831746,2.84830221,1.91949953,3.0161298,1.63246911,2.08000982,3.13382904,2.4594717,1.7111479,1.34438366,2.36210581,2.80413066,1.30265983,2.80471249,2.00394052,2.71859154,2.49146895,3.00981173,1.81860499,2.00587408,1.8993711,2.64394427,2.37182687,2.04468256,3.16040515
EZH2,0.09408182,-0.1498564,0.02834747,0.25184672,-0.0665429,-0.3835734,-0.0357712,0.00421339,0.10704541,-0.2188479,0.45643985,0.1284816,0.01133416,0.08948064,-0.0956441,-0.179657,0.29858729,0.61383141,0.29890504,0.22358458,0.34193824,-0.1557415,0.1720839,-0.1281484,0.24047002,0.13149897,0.17389323,-0.0517131,-0.1267467,0.23598579,0.03847077,-0.0645213,0.55066668,0.25857541,0.0305184,0.36103333,0.23743906,0.08122411,0.49499635,-0.1543889,0.60849001,0.27881716,0.32673458,-0.1758568,0.25594723,-0.3889657,0.23180264,0.17468423,0.33127661,0.21706198,0.07723325,0.08427792,0.06163996,0.21696902,-0.1454552,0.32759125,0.05791511,0.52868574,0.70652779,-0.0473794,0.63499443,0.28897654,0.22869246,0.24886736,0.14841491,0.37051638,-0.0508964,0.18712925,0.25365776,0.38867542,-0.2202177,0.63440656,0.00468648,0.15333698,0.29553888,0.35560535,0.06929283,0.32023008,0.48231692,0.13174674,0.02815433,0.35964723,0.21838781,0.5295592,0.06538866,0.34547782,0.0306716,0.36726748,0.10551139,-0.0223905,-0.1795073,0.09369243,0.2706196,-0.0471799,0.77336834,0.12612898,0.46323545,0.30082494,0.75322596,0.8138881,0.24021152,0.78444969,0.14922046,0.75433019,0.73227743,0.11535439,-0.1563191,-0.0328842,-0.2092109,-0.0321662,0.24504484,0.04318134,0.29134103,-0.145688,0.57910369,0.69934974,-0.1665945,0.50599173,0.61319369,-0.2208799,0.18043516,-0.0011119,0.22232935,0.45976205,0.14341131,0.14686609,0.38779861,0.45280896,-0.0328654,-0.2236603,-0.0041296,0.01989362,0.2758194,0.56972274,0.42660067,-0.3621942,0.75986601,-0.0082881,0.82706725,0.22804099,0.1755343,-0.0351972,0.16911924,0.24277467,0.01876105,-0.1396405,0.27088167,0.20444,0.07194177,0.36952179,0.17560227,0.18483912,0.02273366,0.59933596,0.20577951,-0.2674098,-0.1074649,0.25719739,0.53891646,0.1307756,0.483924,-0.1513677,0.03128627,-0.0241281,-0.0177142,-0.245205,0.31759705,-0.1669705,0.0928955,0.05959582,-0.0856409,0.06254169,0.37827805,0.51924285,0.06558606,-0.0756203,-0.134685,0.091844,1.05236966,0.00322154,-0.1811161,0.37870917,0.69736939,0.27289089,0.52686672,0.25808429,1.11035694,0.16969405,0.12676569,0.41650408,-0.0457132,0.59887,0.42168419,0.28801428,0.52643598,-0.3083477,-0.0321613,0.38883358,-0.0135245,0.14275776,-0.149672,0.7105935,0.45145795,0.03815079,0.48305803,0.7311954,0.00428892,0.21254634
POGZ,1.30068051,0.95192034,1.39813615,1.24233665,1.10524637,0.83179434,1.34980845,1.08070823,1.71497822,0.96175222,1.00280144,0.42960404,0.12449008,1.0196543,1.03681774,0.26257686,1.56356387,1.62700498,1.7840362,1.24915561,1.82981707,0.42695551,0.40574807,0.81645056,1.1175746,1.3171213,1.26917892,1.27033957,0.47231049,1.24642901,0.90940279,0.6686877,1.29301513,1.02947319,0.99121521,1.61144881,1.30530181,1.23128037,1.48578729,0.74417149,1.60375373,1.36261665,1.43461974,0.94644372,1.55404888,0.25497424,1.34230982,0.55849543,1.38517363,1.18106012,1.92481279,1.34823257,0.961996,1.46591629,1.09687518,1.21060472,1.70091555,1.46331586,1.27728,1.04476754,1.50605793,1.53189635,1.50401715,0.99998569,1.35305804,1.36200057,0.76440179,1.25586764,0.88293765,1.56603189,0.09638881,2.07938956,1.04408795,1.06130405,1.43307041,1.57504034,1.42768475,1.2510954,1.13767376,0.8411481,0.77332874,1.26770106,1.11385549,1.93585419,0.98847879,1.49572807,0.86754452,1.51152117,0.92932316,1.3218039,1.00356204,1.14777382,0.99830787,0.45884959,2.20137164,1.64071242,1.46932232,1.1247953,2.52671312,1.65253599,1.65115294,1.86167821,1.28499628,2.3942069,2.21178396,1.15737302,0.56346999,0.19612484,0.81532728,0.24116635,1.37773253,1.22770603,1.55378253,0.44941831,1.74055114,2.01669791,1.0378883,1.46302278,2.05266822,0.77642776,0.92794173,1.3742521,0.98118166,1.38006732,1.17194075,1.32397256,1.22343488,1.82462241,1.03001251,1.01057034,1.79207572,1.16325789,1.20959728,1.77192767,1.62286751,0.65188617,2.00364153,0.95628063,2.21300622,1.36319344,1.24786068,0.69197534,1.59850132,1.48438546,1.15471966,1.10895312,1.31845973,1.26832492,1.07589078,0.92855329,0.83426136,1.1864383,1.27868903,1.46879967,1.07915789,-0.0231148,0.62065219,1.52547543,1.72464948,0.72391123,2.08144949,0.32934344,0.88604297,1.06991311,1.74378535,0.95082673,0.91342264,1.12112009,1.11784037,1.06971352,1.33360853,1.19835046,1.08964123,1.35044869,1.36973685,0.18376115,0.94881935,1.16481201,2.15544542,0.3912214,1.13668204,1.38247465,2.06784383,1.21449022,1.18916155,1.2539278,2.85682482,1.14422308,1.60086377,1.08675677,1.24365214,1.6584962,1.1068415,1.42009518,1.76675725,0.17448643,1.28034179,1.40236413,0.92901744,1.37474586,1.15697265,2.4347788,1.73720937,1.22207191,1.91367423,1.6237065,0.98514031,1.21085579
LOC648622,6.99291978,5.6605726,6.72326897,6.5209351,6.67565655,6.32276615,6.46947279,5.63712674,6.23625171,6.94413189,7.05397304,6.8618363,6.48672342,5.34440087,6.46495501,6.8597268,6.01478267,6.76407547,6.74496403,6.84776062,6.81104458,6.17871649,6.70496545,6.07942948,6.71808661,6.83081756,6.66647115,7.01655249,6.41694725,6.52496345,6.75688552,5.93938408,6.70628305,7.02867048,7.16004482,7.32008482,6.94060825,7.19209255,6.25911803,6.92988618,6.2891733,7.16574376,6.08094145,6.7217101,6.38406526,6.66729977,6.74843325,5.50516103,4.97996594,6.43061726,5.65947679,6.57009205,6.26621136,6.51497903,6.47008433,6.77410968,6.47786204,6.510469,5.70499283,6.03662796,6.07962062,5.87975271,6.39019023,6.59594192,6.37746566,6.08741121,6.0844458,5.98336499,6.47166128,6.85724225,6.5152443,6.44569254,6.32791169,6.33790107,6.61892427,6.96985155,6.40439017,5.96702062,6.61049076,5.7764647,6.54452876,5.56275954,6.43654196,6.32407155,4.70355504,5.58417928,6.14591399,6.71299922,6.28012635,6.66510545,6.11941371,6.74157474,4.92343047,7.03108964,6.97039665,6.62876373,5.1182626,7.00266424,6.80420824,6.59324764,6.08721994,7.03440588,7.00719902,6.60993796,7.4600756,6.91941215,6.94381429,6.11860563,6.50288875,6.90055054,6.34246778,6.55891093,6.11894952,6.5414585,6.54423549,6.93058227,5.81541023,7.22839711,6.95663202,7.03778156,7.3427176,6.8339678,6.61528322,6.80020508,6.68346672,7.21774892,7.19209296,6.64242383,6.92732862,7.02127144,6.79563614,7.19803017,6.70078893,7.14727197,6.37882917,7.32695005,6.74465422,7.393079,7.40140557,6.47972337,6.33300506,5.28598331,5.87551677,6.31619878,6.73627482,4.61374664,6.32647536,6.5817484,6.32584457,6.06497305,6.35951333,5.71874477,6.49180357,5.52835342,6.22090059,6.2972545,6.44831094,6.05256144,6.23153304,6.13374887,6.87430657,6.95766394,6.58973756,6.89910515,7.02784843,7.03586165,6.66849519,6.8340168,6.53106998,6.75576993,6.10873835,6.02581513,6.44321691,6.15552783,6.96733034,7.36927837,7.1717115,6.98288574,7.10890952,7.08462275,6.68306152,6.9917802,7.15141367,7.2451502,7.39334674,7.26872281,7.46958305,7.44315647,7.45779219,6.99344267,7.12684841,7.25413353,6.26693236,7.40922085,6.45689328,7.45706744,7.66338403,7.43956168,6.13325993,6.60393885,7.42644247,7.32476159,7.25837001,7.30220529,7.15234952,6.58410603,7.45897282,7.3817032
CSTF2,1.91724824,1.3029405,2.41314723,1.84566206,1.92367689,0.98247824,1.24861537,1.03000052,0.93466414,2.3258821,1.78336852,1.9761658,0.78757082,0.5737505,1.0988569,1.41750018,1.12018684,2.33530346,1.95251391,1.77063574,2.28129913,1.40721048,1.34897448,1.07023729,1.38967842,2.07668165,1.42763438,1.7420141,1.10440957,1.7901021,2.19177256,0.67257494,2.00839587,1.48685491,1.74629749,2.1960453,1.90847125,1.73656243,1.47206539,1.32190441,1.45791283,2.05669264,1.13368247,1.31549836,1.65273804,0.81233177,2.38138136,1.15256803,1.49484729,1.91324284,1.1210364,1.61234221,1.06309238,1.7095063,1.81599169,1.76196449,1.942891,2.10515031,0.97175526,1.29247957,1.49345403,1.16933649,1.62842366,2.09229019,1.67960157,1.74989031,1.47382318,1.42311471,1.60060307,2.03617211,1.0553196,2.35232322,1.5419582,1.7054165,1.94090744,1.97701736,1.52432257,1.41140116,1.61475862,0.93797942,1.59933137,1.23273273,1.35233756,1.72581259,0.97272737,1.70225201,1.77743718,2.09662943,1.33810741,1.87255831,0.79800513,1.59133135,0.92524654,1.73807848,2.18041011,2.02937345,1.30885626,1.81406001,2.40139902,2.02144148,1.54133339,2.79718516,1.44453088,1.85923946,2.21949934,1.10865431,0.92812117,0.65620564,1.15936955,1.4098738,1.57771919,1.09198662,0.95194924,1.12234616,2.0931817,2.32416219,0.59501796,1.5322927,2.08642481,2.36109717,1.74486165,1.2518352,1.41890618,2.59256646,1.57502063,2.59297162,1.85541131,1.76083363,1.29812176,1.88305652,1.93317544,1.66710552,1.15609051,2.26609297,1.73176533,1.75596244,1.79951602,1.83656764,1.84822213,1.94194528,1.56105356,0.86138464,1.5200419,1.88994789,2.25103755,1.31791253,2.13858789,2.12109509,1.67130155,1.60959126,1.4127313,1.04725983,1.21524903,0.87383876,1.56516562,1.1379972,1.0064864,1.08291951,1.6346745,1.34219563,1.72453796,1.18626864,1.3755325,1.8369248,2.29844565,1.95951108,1.31626191,2.02239855,1.2693172,1.20168089,1.00852858,0.91689047,1.27787024,1.26712794,1.6147306,2.54027736,2.29394215,1.60807058,1.92208235,1.51155543,0.96087717,2.03274096,2.26577028,1.82088179,2.29350254,2.84486606,2.58692327,2.40395166,2.3528602,1.93122601,2.07295505,2.63079119,1.151586,2.50908083,1.400977,2.18653888,2.5153534,2.14647218,0.90052904,1.749126,1.96329419,2.34127841,2.2624201,2.48816738,1.86594521,1.46588558,2.40001231,2.04706338
C8ORF59,4.21590417,2.94898278,3.76708764,3.64896994,3.81655543,3.00793554,3.36300064,2.35800454,3.01735526,3.93789747,3.77590905,3.46934809,2.79742832,2.35037049,3.37356042,2.76226859,2.80975942,4.15357322,4.20755264,4.19100827,4.25355879,3.14292668,3.06212015,2.92342772,3.36780903,4.27418726,3.55511442,3.74000505,2.95993968,3.39800055,3.89118984,2.18368468,4.07477278,3.780165,4.03637616,4.44728335,4.08122805,4.07919447,3.53149949,3.58409037,3.29539768,4.454474,3.10601343,3.68832719,3.42370887,2.88166103,3.80556394,2.16395751,2.69882427,3.22538549,2.75575692,3.08268435,2.701381,3.53762908,3.36442997,3.57064378,3.81200694,3.94992128,2.81154981,2.38910365,3.01136645,2.59410052,3.39546281,3.78150174,3.37466481,3.25077551,2.70345047,3.15798157,3.04623887,3.89858905,2.61145155,3.83000605,3.37601065,3.44978039,3.56670387,3.71047583,3.05050523,3.06536412,3.50700273,2.5595913,3.30393077,2.32894716,3.41314086,3.04675806,2.06972501,2.82354175,3.24859539,3.57688344,2.96389096,3.5377334,2.72180249,3.59918739,2.34762082,3.29033192,4.13397516,3.86568884,2.47055531,4.07563564,4.1442173,3.32436184,3.4101281,4.41750327,3.82480024,3.69899332,4.47737218,3.67092114,2.70507165,2.1389725,3.20925675,2.80468067,3.36064421,3.23532032,2.7896826,2.80442166,3.68097772,4.26723507,2.81553702,4.00939825,3.75570117,4.0908582,3.90849397,3.72375244,3.61199301,4.52060593,3.66696657,4.30949188,4.12499433,3.86333082,3.60400677,4.34771992,3.23470527,3.82555969,3.55539337,4.50618299,3.46601883,3.57003203,3.70432586,4.04255087,4.47783105,3.308028,3.04321059,2.05152799,3.04518737,3.78494812,3.76719375,2.13574329,3.73356145,3.86205186,3.42116517,3.51095433,3.28344741,2.69272316,3.3363621,2.32602052,3.41821811,2.85858184,2.96822945,2.78098162,3.49514709,2.79449057,3.67579374,3.14909648,3.47095425,4.11454682,3.95115396,3.97257454,3.51169034,4.18423592,3.71708764,3.51675911,2.99206654,2.9990652,3.58432627,3.48866282,3.73051261,4.1468911,4.34140788,4.10629068,4.50296915,3.41736802,3.47514283,4.37633525,4.3158981,4.1364802,4.73132088,4.0432774,5.23147769,4.36408374,4.92350021,3.7913483,4.54240192,4.98389974,2.96652611,4.91786076,3.62847533,3.99954971,4.52659815,4.63592149,3.10313346,3.97371136,4.57198903,4.40879177,4.6641362,4.45499833,4.48159827,3.91082743,4.6403298,4.6897223
